invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,Sales,Profit,Month,Weekday,hour,rating_group,profit_per_unit
906,WALM070,Hurst,Home and lifestyle,78.38,4.0,2019-03-24,17:56:00,Cash,7.9,0.33,313.52,103.4616,3,Sunday,17,Good,25.8654
907,WALM064,Bedford,Health and beauty,84.61,10.0,2019-02-09,18:58:00,Credit card,8.8,0.33,846.1,279.213,2,Saturday,18,Very Good,27.921300000000002
908,WALM075,San Marcos,Health and beauty,82.88,5.0,2019-03-24,14:08:00,Credit card,6.6,0.33,414.4,136.752,3,Sunday,14,Fair,27.3504
909,WALM021,McAllen,Food and beverages,79.54,2.0,2019-03-27,16:30:00,Ewallet,6.2,0.48,159.08,76.3584,3,Wednesday,16,Fair,38.1792
910,WALM009,Plano,Home and lifestyle,49.01,10.0,2019-01-27,10:44:00,Credit card,4.2,0.48,490.09999999999997,235.24799999999996,1,Sunday,10,Poor,23.524799999999995
911,WALM063,Georgetown,Food and beverages,29.15,3.0,2019-03-27,20:29:00,Credit card,7.3,0.33,87.44999999999999,28.8585,3,Wednesday,20,Good,9.6195
912,WALM002,Dallas,Electronic accessories,56.13,4.0,2019-01-19,11:43:00,Ewallet,8.6,0.36,224.52,80.8272,1,Saturday,11,Very Good,20.2068
913,WALM063,Georgetown,Home and lifestyle,93.12,8.0,2019-02-07,10:09:00,Cash,6.8,0.33,744.96,245.8368,2,Thursday,10,Fair,30.7296
914,WALM034,College Station,Fashion accessories,51.34,8.0,2019-01-31,10:00:00,Ewallet,7.6,0.48,410.72,197.1456,1,Thursday,10,Good,24.6432
915,WALM005,Fort Worth,Food and beverages,99.6,3.0,2019-02-25,18:45:00,Cash,5.8,0.48,298.79999999999995,143.42399999999998,2,Monday,18,Poor,47.80799999999999
916,WALM028,Odessa,Electronic accessories,35.49,6.0,2019-02-02,12:40:00,Cash,4.1,0.48,212.94,102.21119999999999,2,Saturday,12,Poor,17.0352
917,WALM001,Houston,Sports and travel,42.85,1.0,2019-03-14,15:36:00,Credit card,9.3,0.36,42.85,15.426,3,Thursday,15,Excellent,15.426
918,WALM027,Abilene,Fashion accessories,94.67,4.0,2019-03-11,12:04:00,Cash,6.8,0.48,378.68,181.7664,3,Monday,12,Fair,45.4416
919,WALM057,Euless,Home and lifestyle,68.97,3.0,2019-02-22,11:26:00,Ewallet,8.7,0.33,206.91,68.2803,2,Friday,11,Very Good,22.760099999999998
920,WALM069,Rockwall,Electronic accessories,26.26,3.0,2019-03-02,12:36:00,Ewallet,6.3,0.33,78.78,25.997400000000003,3,Saturday,12,Fair,8.6658
921,WALM092,Lake Jackson,Home and lifestyle,35.79,9.0,2019-03-10,15:06:00,Credit card,5.1,0.33,322.11,106.29630000000002,3,Sunday,15,Poor,11.810700000000002
922,WALM077,Coppell,Home and lifestyle,16.37,6.0,2019-02-08,10:58:00,Cash,7.0,0.33,98.22,32.4126,2,Friday,10,Good,5.4021
923,WALM058,Port Arthur,Home and lifestyle,12.73,2.0,2019-02-22,12:10:00,Credit card,5.2,0.33,25.46,8.401800000000001,2,Friday,12,Poor,4.200900000000001
924,WALM068,Burleson,Sports and travel,83.14,7.0,2019-01-10,10:31:00,Credit card,6.6,0.33,581.98,192.0534,1,Thursday,10,Fair,27.436200000000003
925,WALM087,Waxahachie,Sports and travel,35.22,6.0,2019-03-14,13:49:00,Ewallet,6.5,0.33,211.32,69.7356,3,Thursday,13,Fair,11.6226
926,WALM002,Dallas,Electronic accessories,13.78,4.0,2019-01-10,11:10:00,Ewallet,9.0,0.36,55.12,19.8432,1,Thursday,11,Excellent,4.9608
927,WALM055,Waxahachie,Sports and travel,88.31,1.0,2019-02-15,17:38:00,Credit card,5.2,0.33,88.31,29.142300000000002,2,Friday,17,Poor,29.142300000000002
928,WALM071,Lufkin,Health and beauty,39.62,9.0,2019-01-13,17:54:00,Credit card,6.8,0.33,356.58,117.6714,1,Sunday,17,Fair,13.0746
929,WALM054,Sherman,Electronic accessories,88.25,9.0,2019-02-15,20:51:00,Credit card,7.6,0.33,794.25,262.1025,2,Friday,20,Good,29.122500000000002
930,WALM024,Carrollton,Sports and travel,25.31,2.0,2019-03-02,19:26:00,Ewallet,7.2,0.48,50.62,24.2976,3,Saturday,19,Good,12.1488
931,WALM062,Galveston,Home and lifestyle,99.92,6.0,2019-03-24,13:33:00,Ewallet,7.1,0.33,599.52,197.8416,3,Sunday,13,Good,32.9736
932,WALM043,Baytown,Fashion accessories,83.35,2.0,2019-02-02,14:05:00,Credit card,9.5,0.48,166.7,80.01599999999999,2,Saturday,14,Excellent,40.007999999999996
933,WALM038,Sugar Land,Food and beverages,74.44,10.0,2019-02-27,11:40:00,Ewallet,5.1,0.48,744.4,357.31199999999995,2,Wednesday,11,Poor,35.731199999999994
934,WALM013,Irving,Health and beauty,64.08,7.0,2019-01-20,12:27:00,Ewallet,7.6,0.48,448.56,215.3088,1,Sunday,12,Good,30.758399999999998
935,WALM006,El Paso,Home and lifestyle,63.15,6.0,2019-01-03,20:24:00,Ewallet,9.8,0.48,378.9,181.87199999999999,1,Thursday,20,Excellent,30.311999999999998
936,WALM099,Weatherford,Home and lifestyle,85.72,3.0,2019-01-24,20:59:00,Ewallet,5.1,0.18,257.15999999999997,46.288799999999995,1,Thursday,20,Poor,15.429599999999999
937,WALM081,Friendswood,Health and beauty,78.89,7.0,2019-01-05,19:48:00,Ewallet,7.5,0.33,552.23,182.23590000000002,1,Saturday,19,Good,26.033700000000003
938,WALM049,North Richland Hills,Sports and travel,89.48,5.0,2019-03-30,10:18:00,Cash,7.4,0.48,447.40000000000003,214.752,3,Saturday,10,Good,42.9504
939,WALM088,Cleburne,Health and beauty,92.09,3.0,2019-02-17,16:27:00,Cash,4.2,0.33,276.27,91.1691,2,Sunday,16,Poor,30.3897
940,WALM067,Haltom City,Food and beverages,57.29,6.0,2019-03-21,17:04:00,Ewallet,5.9,0.33,343.74,113.4342,3,Thursday,17,Poor,18.9057
941,WALM093,Angleton,Food and beverages,66.52,4.0,2019-03-02,18:14:00,Ewallet,6.9,0.33,266.08,87.8064,3,Saturday,18,Fair,21.9516
942,WALM095,Big Spring,Fashion accessories,99.82,9.0,2019-03-27,10:43:00,Cash,6.6,0.33,898.3799999999999,296.4654,3,Wednesday,10,Fair,32.940599999999996
943,WALM082,Weslaco,Home and lifestyle,45.68,10.0,2019-01-19,19:30:00,Cash,5.7,0.33,456.8,150.744,1,Saturday,19,Poor,15.0744
944,WALM025,Waco,Health and beauty,50.79,5.0,2019-02-19,14:53:00,Credit card,5.3,0.48,253.95,121.89599999999999,2,Tuesday,14,Poor,24.379199999999997
945,WALM058,Port Arthur,Health and beauty,10.08,7.0,2019-03-28,20:14:00,Cash,4.2,0.33,70.56,23.2848,3,Thursday,20,Poor,3.3264
946,WALM097,Alice,Electronic accessories,93.88,7.0,2019-01-05,11:51:00,Credit card,7.3,0.18,657.16,118.2888,1,Saturday,11,Good,16.8984
947,WALM007,Arlington,Electronic accessories,84.25,2.0,2019-03-26,14:13:00,Credit card,5.3,0.48,168.5,80.88,3,Tuesday,14,Poor,40.44
948,WALM009,Plano,Fashion accessories,53.78,1.0,2019-02-03,20:13:00,Ewallet,4.7,0.48,53.78,25.8144,2,Sunday,20,Poor,25.8144
949,WALM044,Pharr,Home and lifestyle,35.81,5.0,2019-02-06,18:44:00,Ewallet,7.9,0.48,179.05,85.944,2,Wednesday,18,Good,17.1888
950,WALM020,Killeen,Food and beverages,26.43,8.0,2019-02-24,14:26:00,Ewallet,8.9,0.48,211.44,101.49119999999999,2,Sunday,14,Very Good,12.686399999999999
951,WALM081,Friendswood,Health and beauty,39.91,3.0,2019-02-21,12:40:00,Ewallet,9.3,0.33,119.72999999999999,39.5109,2,Thursday,12,Excellent,13.1703
952,WALM039,Longview,Home and lifestyle,21.9,3.0,2019-01-09,18:43:00,Ewallet,4.7,0.48,65.69999999999999,31.535999999999994,1,Wednesday,18,Poor,10.511999999999999
953,WALM005,Fort Worth,Food and beverages,62.85,4.0,2019-02-25,13:22:00,Ewallet,8.7,0.48,251.4,120.672,2,Monday,13,Very Good,30.168
954,WALM066,Grapevine,Food and beverages,21.04,4.0,2019-01-13,13:58:00,Cash,7.6,0.33,84.16,27.7728,1,Sunday,13,Good,6.9432
955,WALM071,Lufkin,Home and lifestyle,65.91,6.0,2019-02-09,11:45:00,Cash,5.7,0.33,395.46,130.5018,2,Saturday,11,Poor,21.7503
956,WALM077,Coppell,Fashion accessories,42.57,7.0,2019-01-06,11:51:00,Cash,6.8,0.33,297.99,98.33670000000001,1,Sunday,11,Fair,14.048100000000002
957,WALM042,Bryan,Food and beverages,50.49,9.0,2019-01-10,17:16:00,Cash,5.4,0.48,454.41,218.1168,1,Thursday,17,Poor,24.235200000000003
958,WALM086,Rosenberg,Electronic accessories,46.02,6.0,2019-02-07,15:55:00,Cash,7.1,0.33,276.12,91.1196,2,Thursday,15,Good,15.1866
959,WALM093,Angleton,Home and lifestyle,15.8,10.0,2019-01-09,12:07:00,Cash,7.8,0.33,158.0,52.14,1,Wednesday,12,Good,5.214
960,WALM025,Waco,Food and beverages,98.66,9.0,2019-02-19,15:07:00,Cash,8.4,0.48,887.9399999999999,426.21119999999996,2,Tuesday,15,Very Good,47.35679999999999
961,WALM013,Irving,Fashion accessories,91.98,1.0,2019-03-18,15:29:00,Cash,9.8,0.48,91.98,44.1504,3,Monday,15,Excellent,44.1504
962,WALM022,Mesquite,Electronic accessories,20.89,2.0,2019-02-05,18:45:00,Cash,9.8,0.48,41.78,20.0544,2,Tuesday,18,Excellent,10.0272
963,WALM062,Galveston,Fashion accessories,15.5,1.0,2019-03-19,15:23:00,Credit card,7.4,0.33,15.5,5.115,3,Tuesday,15,Good,5.115
964,WALM087,Waxahachie,Electronic accessories,96.82,3.0,2019-03-30,20:37:00,Cash,6.7,0.33,290.46,95.8518,3,Saturday,20,Fair,31.950599999999998
965,WALM091,Little Elm,Food and beverages,33.33,2.0,2019-01-26,14:41:00,Credit card,6.4,0.33,66.66,21.9978,1,Saturday,14,Fair,10.9989
966,WALM031,Lewisville,Electronic accessories,38.27,2.0,2019-03-02,18:18:00,Credit card,5.8,0.48,76.54,36.739200000000004,3,Saturday,18,Poor,18.369600000000002
967,WALM055,Waxahachie,Home and lifestyle,33.3,9.0,2019-03-04,15:27:00,Ewallet,7.2,0.33,299.7,98.901,3,Monday,15,Good,10.988999999999999
968,WALM049,North Richland Hills,Home and lifestyle,81.01,3.0,2019-01-13,12:55:00,Credit card,9.3,0.48,243.03000000000003,116.65440000000001,1,Sunday,12,Excellent,38.884800000000006
969,WALM012,Garland,Health and beauty,15.8,3.0,2019-03-25,18:02:00,Cash,9.5,0.48,47.400000000000006,22.752000000000002,3,Monday,18,Excellent,7.5840000000000005
970,WALM026,Denton,Electronic accessories,34.49,5.0,2019-03-11,19:44:00,Credit card,9.0,0.48,172.45000000000002,82.77600000000001,3,Monday,19,Excellent,16.555200000000003
971,WALM096,Eagle Pass,Food and beverages,84.63,10.0,2019-01-01,11:36:00,Credit card,9.0,0.18,846.3,152.33399999999997,1,Tuesday,11,Excellent,15.233399999999998
972,WALM029,Round Rock,Home and lifestyle,36.91,7.0,2019-02-10,13:51:00,Ewallet,6.7,0.48,258.37,124.0176,2,Sunday,13,Fair,17.7168
973,WALM004,Austin,Electronic accessories,87.08,7.0,2019-01-26,15:17:00,Cash,5.5,0.48,609.56,292.58879999999994,1,Saturday,15,Poor,41.798399999999994
974,WALM007,Arlington,Home and lifestyle,80.08,3.0,2019-02-11,15:29:00,Cash,5.4,0.48,240.24,115.3152,2,Monday,15,Poor,38.4384
975,WALM028,Odessa,Fashion accessories,86.13,2.0,2019-02-07,17:59:00,Cash,8.2,0.48,172.26,82.6848,2,Thursday,17,Very Good,41.3424
976,WALM058,Port Arthur,Fashion accessories,49.92,2.0,2019-03-06,11:55:00,Credit card,7.0,0.33,99.84,32.9472,3,Wednesday,11,Good,16.4736
977,WALM081,Friendswood,Food and beverages,74.66,4.0,2019-03-04,10:39:00,Cash,8.5,0.33,298.64,98.5512,3,Monday,10,Very Good,24.6378
978,WALM091,Little Elm,Food and beverages,26.6,6.0,2019-02-26,15:10:00,Ewallet,4.9,0.33,159.60000000000002,52.66800000000001,2,Tuesday,15,Poor,8.778000000000002
979,WALM093,Angleton,Electronic accessories,25.45,1.0,2019-03-10,18:10:00,Credit card,5.1,0.33,25.45,8.3985,3,Sunday,18,Poor,8.3985
980,WALM034,College Station,Food and beverages,67.77,1.0,2019-02-04,20:43:00,Credit card,6.5,0.48,67.77,32.529599999999995,2,Monday,20,Fair,32.529599999999995
981,WALM072,Lancaster,Food and beverages,59.59,4.0,2019-01-19,12:46:00,Cash,9.8,0.33,238.36,78.65880000000001,1,Saturday,12,Excellent,19.664700000000003
982,WALM023,Midland,Health and beauty,58.15,4.0,2019-01-23,17:44:00,Cash,8.4,0.48,232.6,111.648,1,Wednesday,17,Very Good,27.912
983,WALM020,Killeen,Sports and travel,97.48,9.0,2019-03-14,14:19:00,Ewallet,7.4,0.48,877.32,421.1136,3,Thursday,14,Good,46.790400000000005
984,WALM065,Texas City,Health and beauty,99.96,7.0,2019-01-23,10:33:00,Cash,6.1,0.33,699.7199999999999,230.90759999999997,1,Wednesday,10,Fair,32.986799999999995
985,WALM083,Farmers Branch,Electronic accessories,96.37,7.0,2019-01-09,11:40:00,Cash,6.0,0.33,674.59,222.61470000000003,1,Wednesday,11,Fair,31.802100000000003
986,WALM025,Waco,Fashion accessories,63.71,5.0,2019-02-07,19:30:00,Ewallet,8.5,0.48,318.55,152.904,2,Thursday,19,Very Good,30.5808
987,WALM074,Weslaco,Health and beauty,14.76,2.0,2019-02-18,14:42:00,Cash,4.3,0.33,29.52,9.7416,2,Monday,14,Poor,4.8708
988,WALM036,Allen,Health and beauty,62.0,8.0,2019-01-03,19:08:00,Credit card,6.2,0.48,496.0,238.07999999999998,1,Thursday,19,Fair,29.759999999999998
989,WALM015,Grand Prairie,Electronic accessories,82.34,10.0,2019-03-29,19:12:00,Ewallet,4.3,0.48,823.4000000000001,395.232,3,Friday,19,Poor,39.5232
990,WALM095,Big Spring,Health and beauty,75.37,8.0,2019-01-28,15:46:00,Credit card,8.4,0.33,602.96,198.97680000000003,1,Monday,15,Very Good,24.872100000000003
991,WALM057,Euless,Food and beverages,56.56,5.0,2019-03-22,19:06:00,Credit card,4.5,0.33,282.8,93.32400000000001,3,Friday,19,Poor,18.664800000000003
992,WALM001,Houston,Sports and travel,76.6,10.0,2019-01-24,18:10:00,Ewallet,6.0,0.36,766.0,275.76,1,Thursday,18,Fair,27.576
993,WALM087,Waxahachie,Electronic accessories,58.03,2.0,2019-03-10,20:46:00,Ewallet,8.8,0.33,116.06,38.299800000000005,3,Sunday,20,Very Good,19.149900000000002
994,WALM042,Bryan,Fashion accessories,17.49,10.0,2019-02-22,18:35:00,Ewallet,6.6,0.48,174.89999999999998,83.95199999999998,2,Friday,18,Fair,8.395199999999999
995,WALM047,Flower Mound,Electronic accessories,60.95,1.0,2019-02-18,11:40:00,Ewallet,5.9,0.48,60.95,29.256,2,Monday,11,Poor,29.256
996,WALM012,Garland,Health and beauty,40.35,1.0,2019-01-29,13:46:00,Ewallet,6.2,0.48,40.35,19.368,1,Tuesday,13,Fair,19.368
997,WALM005,Fort Worth,Home and lifestyle,97.38,10.0,2019-03-02,17:16:00,Ewallet,4.4,0.48,973.8,467.424,3,Saturday,17,Poor,46.742399999999996
998,WALM041,Mission,Food and beverages,31.84,1.0,2019-02-09,13:22:00,Ewallet,7.7,0.48,31.84,15.283199999999999,2,Saturday,13,Good,15.283199999999999
999,WALM095,Big Spring,Home and lifestyle,65.82,1.0,2019-02-22,15:33:00,Cash,4.1,0.33,65.82,21.720599999999997,2,Friday,15,Poor,21.720599999999997
1000,WALM025,Waco,Fashion accessories,88.34,7.0,2019-02-18,13:28:00,Cash,6.6,0.48,618.38,296.82239999999996,2,Monday,13,Fair,42.40319999999999
1001,WALM012,Garland,Home and lifestyle,55.0,2.0,2022-10-09,15:46:00,Ewallet,6.0,0.48,110.0,52.8,10,Sunday,15,Fair,26.4
1002,WALM013,Irving,Fashion accessories,53.0,2.0,2020-04-06,10:09:00,Ewallet,8.0,0.48,106.0,50.879999999999995,4,Monday,10,Very Good,25.439999999999998
1003,WALM090,Brownwood,Home and lifestyle,66.0,2.0,2020-08-04,13:23:00,Ewallet,7.0,0.33,132.0,43.56,8,Tuesday,13,Good,21.78
1004,WALM031,Lewisville,Fashion accessories,36.0,1.0,2022-10-18,19:24:00,Ewallet,7.0,0.48,36.0,17.28,10,Tuesday,19,Good,17.28
1005,WALM003,San Antonio,Home and lifestyle,50.0,3.0,2023-10-30,19:04:00,Ewallet,7.0,0.36,150.0,54.0,10,Monday,19,Good,18.0
1006,WALM068,Burleson,Fashion accessories,75.0,1.0,2021-06-17,8:53:00,Ewallet,9.0,0.33,75.0,24.75,6,Thursday,8,Excellent,24.75
1007,WALM005,Fort Worth,Home and lifestyle,39.0,3.0,2022-01-11,8:42:00,Ewallet,5.0,0.48,117.0,56.16,1,Tuesday,8,Poor,18.72
1008,WALM052,Mansfield,Fashion accessories,56.0,2.0,2022-04-27,20:48:00,Ewallet,6.0,0.57,112.0,63.839999999999996,4,Wednesday,20,Fair,31.919999999999998
1009,WALM006,El Paso,Home and lifestyle,33.0,2.0,2020-07-18,21:42:00,Ewallet,5.0,0.48,66.0,31.68,7,Saturday,21,Poor,15.84
1010,WALM038,Sugar Land,Fashion accessories,32.0,3.0,2022-05-22,12:43:00,Ewallet,4.0,0.48,96.0,46.08,5,Sunday,12,Poor,15.36
1011,WALM010,Laredo,Home and lifestyle,30.0,3.0,2021-03-10,18:19:00,Ewallet,7.0,0.48,90.0,43.199999999999996,3,Wednesday,18,Good,14.399999999999999
1012,WALM018,Frisco,Fashion accessories,31.0,3.0,2020-12-24,9:52:00,Ewallet,6.0,0.48,93.0,44.64,12,Thursday,9,Fair,14.88
1013,WALM061,Cedar Park,Home and lifestyle,71.0,3.0,2022-03-18,21:50:00,Ewallet,5.0,0.33,213.0,70.29,3,Friday,21,Poor,23.430000000000003
1014,WALM053,Conroe,Fashion accessories,22.0,1.0,2020-12-15,7:27:00,Ewallet,4.0,0.57,22.0,12.54,12,Tuesday,7,Poor,12.54
1015,WALM081,Friendswood,Home and lifestyle,30.0,3.0,2021-08-08,19:23:00,Ewallet,5.0,0.33,90.0,29.700000000000003,8,Sunday,19,Poor,9.9
1016,WALM064,Bedford,Fashion accessories,45.0,3.0,2022-08-06,12:33:00,Ewallet,8.0,0.33,135.0,44.550000000000004,8,Saturday,12,Very Good,14.850000000000001
1017,WALM001,Houston,Home and lifestyle,41.0,2.0,2020-02-22,16:18:00,Ewallet,6.0,0.36,82.0,29.52,2,Saturday,16,Fair,14.76
1018,WALM042,Bryan,Fashion accessories,16.0,3.0,2023-01-01,11:32:00,Ewallet,6.0,0.48,48.0,23.04,1,Sunday,11,Fair,7.68
1019,WALM072,Lancaster,Home and lifestyle,36.0,3.0,2023-06-12,12:54:00,Ewallet,4.0,0.33,108.0,35.64,6,Monday,12,Poor,11.88
1020,WALM096,Eagle Pass,Fashion accessories,47.0,1.0,2022-11-30,6:21:00,Ewallet,8.0,0.18,47.0,8.459999999999999,11,Wednesday,6,Very Good,8.459999999999999
1021,WALM099,Weatherford,Home and lifestyle,84.0,3.0,2023-06-17,7:13:00,Ewallet,9.0,0.18,252.0,45.36,6,Saturday,7,Excellent,15.12
1022,WALM054,Sherman,Fashion accessories,31.0,2.0,2020-09-03,11:49:00,Ewallet,5.0,0.21,62.0,13.02,9,Thursday,11,Poor,6.51
1023,WALM040,Edinburg,Home and lifestyle,32.0,2.0,2020-09-22,22:47:00,Ewallet,8.0,0.48,64.0,30.72,9,Tuesday,22,Very Good,15.36
1024,WALM099,Weatherford,Fashion accessories,68.0,3.0,2021-02-02,19:01:00,Ewallet,6.0,0.18,204.0,36.72,2,Tuesday,19,Fair,12.24
1025,WALM030,Richardson,Home and lifestyle,67.0,2.0,2022-09-21,18:26:00,Ewallet,4.0,0.48,134.0,64.32,9,Wednesday,18,Poor,32.16
1026,WALM056,Rowlett,Fashion accessories,30.0,2.0,2022-01-29,18:53:00,Ewallet,7.0,0.33,60.0,19.8,1,Saturday,18,Good,9.9
1027,WALM091,Little Elm,Home and lifestyle,83.0,3.0,2023-09-28,11:26:00,Ewallet,8.0,0.33,249.0,82.17,9,Thursday,11,Very Good,27.39
1028,WALM031,Lewisville,Fashion accessories,25.0,1.0,2023-04-08,16:15:00,Ewallet,5.0,0.48,25.0,12.0,4,Saturday,16,Poor,12.0
1029,WALM016,Brownsville,Home and lifestyle,25.0,3.0,2020-02-09,13:07:00,Ewallet,7.0,0.48,75.0,36.0,2,Sunday,13,Good,12.0
1030,WALM012,Garland,Fashion accessories,19.0,1.0,2021-03-30,17:25:00,Ewallet,9.0,0.48,19.0,9.12,3,Tuesday,17,Excellent,9.12
1031,WALM013,Irving,Home and lifestyle,20.0,3.0,2022-09-19,17:55:00,Ewallet,6.0,0.48,60.0,28.799999999999997,9,Monday,17,Fair,9.6
1032,WALM064,Bedford,Fashion accessories,78.0,3.0,2020-05-08,14:49:00,Ewallet,8.0,0.33,234.0,77.22,5,Friday,14,Very Good,25.74
1033,WALM088,Cleburne,Home and lifestyle,28.0,1.0,2021-11-10,8:07:00,Ewallet,8.0,0.33,28.0,9.24,11,Wednesday,8,Very Good,9.24
1034,WALM099,Weatherford,Fashion accessories,36.0,3.0,2020-12-17,16:19:00,Ewallet,7.0,0.18,108.0,19.439999999999998,12,Thursday,16,Good,6.4799999999999995
1035,WALM044,Pharr,Home and lifestyle,21.0,3.0,2023-05-03,7:32:00,Ewallet,6.0,0.48,63.0,30.24,5,Wednesday,7,Fair,10.08
1036,WALM064,Bedford,Fashion accessories,70.0,3.0,2022-03-13,12:01:00,Ewallet,5.0,0.33,210.0,69.3,3,Sunday,12,Poor,23.099999999999998
1037,WALM083,Farmers Branch,Home and lifestyle,27.0,3.0,2020-03-21,12:01:00,Ewallet,5.0,0.33,81.0,26.73,3,Saturday,12,Poor,8.91
1038,WALM024,Carrollton,Fashion accessories,30.0,1.0,2021-08-11,8:24:00,Ewallet,9.0,0.48,30.0,14.399999999999999,8,Wednesday,8,Excellent,14.399999999999999
1039,WALM040,Edinburg,Home and lifestyle,34.0,3.0,2022-12-02,18:25:00,Ewallet,7.0,0.48,102.0,48.96,12,Friday,18,Good,16.32
1040,WALM022,Mesquite,Fashion accessories,85.0,2.0,2021-08-06,12:08:00,Ewallet,7.0,0.48,170.0,81.6,8,Friday,12,Good,40.8
1041,WALM014,Amarillo,Home and lifestyle,29.0,1.0,2021-01-16,22:05:00,Ewallet,4.0,0.48,29.0,13.92,1,Saturday,22,Poor,13.92
1042,WALM082,Weslaco,Fashion accessories,75.0,2.0,2022-07-09,14:35:00,Cash,5.0,0.33,150.0,49.5,7,Saturday,14,Poor,24.75
1043,WALM051,New Braunfels,Home and lifestyle,79.0,3.0,2022-05-31,21:01:00,Ewallet,9.0,0.48,237.0,113.75999999999999,5,Tuesday,21,Excellent,37.919999999999995
1044,WALM083,Farmers Branch,Fashion accessories,59.0,2.0,2023-11-28,8:24:00,Ewallet,5.0,0.33,118.0,38.940000000000005,11,Tuesday,8,Poor,19.470000000000002
1045,WALM024,Carrollton,Home and lifestyle,39.0,1.0,2021-04-19,19:11:00,Ewallet,5.0,0.48,39.0,18.72,4,Monday,19,Poor,18.72
1046,WALM095,Big Spring,Fashion accessories,28.0,2.0,2023-07-06,13:53:00,Ewallet,7.0,0.33,56.0,18.48,7,Thursday,13,Good,9.24
1047,WALM090,Brownwood,Home and lifestyle,55.0,1.0,2023-01-30,20:20:00,Ewallet,5.0,0.33,55.0,18.150000000000002,1,Monday,20,Poor,18.150000000000002
1048,WALM079,La Porte,Fashion accessories,43.0,2.0,2022-09-28,11:11:00,Ewallet,7.0,0.33,86.0,28.380000000000003,9,Wednesday,11,Good,14.190000000000001
1049,WALM074,Weslaco,Home and lifestyle,75.0,1.0,2021-04-05,12:15:00,Cash,8.0,0.33,75.0,24.75,4,Monday,12,Very Good,24.75
1050,WALM082,Weslaco,Fashion accessories,29.0,2.0,2020-11-20,14:16:00,Cash,4.0,0.33,58.0,19.14,11,Friday,14,Poor,9.57
1051,WALM027,Abilene,Home and lifestyle,49.0,1.0,2023-11-15,20:27:00,Ewallet,6.0,0.48,49.0,23.52,11,Wednesday,20,Fair,23.52
1052,WALM082,Weslaco,Fashion accessories,29.0,3.0,2020-05-06,18:51:00,Cash,4.0,0.33,87.0,28.71,5,Wednesday,18,Poor,9.57
1053,WALM022,Mesquite,Home and lifestyle,42.0,2.0,2022-09-02,15:40:00,Ewallet,8.0,0.48,84.0,40.32,9,Friday,15,Very Good,20.16
1054,WALM012,Garland,Fashion accessories,68.0,2.0,2023-09-08,7:16:00,Ewallet,7.0,0.48,136.0,65.28,9,Friday,7,Good,32.64
1055,WALM025,Waco,Home and lifestyle,53.0,1.0,2023-04-04,18:56:00,Ewallet,4.0,0.48,53.0,25.439999999999998,4,Tuesday,18,Poor,25.439999999999998
1056,WALM094,Alamo,Fashion accessories,58.0,1.0,2022-03-01,17:20:00,Ewallet,6.0,0.33,58.0,19.14,3,Tuesday,17,Fair,19.14
1057,WALM035,San Angelo,Home and lifestyle,44.0,3.0,2023-11-01,22:50:00,Ewallet,6.0,0.48,132.0,63.36,11,Wednesday,22,Fair,21.12
1058,WALM100,Canyon,Fashion accessories,40.0,3.0,2022-11-24,8:26:00,Ewallet,8.0,0.18,120.0,21.599999999999998,11,Thursday,8,Very Good,7.199999999999999
1059,WALM072,Lancaster,Home and lifestyle,62.0,1.0,2021-04-19,17:37:00,Ewallet,5.0,0.33,62.0,20.46,4,Monday,17,Poor,20.46
1060,WALM058,Port Arthur,Fashion accessories,33.0,3.0,2022-07-20,20:10:00,Ewallet,7.0,0.33,99.0,32.67,7,Wednesday,20,Good,10.89
1061,WALM038,Sugar Land,Home and lifestyle,29.0,1.0,2022-04-28,15:18:00,Ewallet,4.0,0.48,29.0,13.92,4,Thursday,15,Poor,13.92
1062,WALM037,League City,Fashion accessories,67.0,3.0,2022-03-02,17:36:00,Ewallet,6.0,0.48,201.0,96.47999999999999,3,Wednesday,17,Fair,32.16
1063,WALM090,Brownwood,Home and lifestyle,21.0,2.0,2021-04-04,15:03:00,Ewallet,6.0,0.33,42.0,13.860000000000001,4,Sunday,15,Fair,6.930000000000001
1064,WALM037,League City,Fashion accessories,61.0,1.0,2023-07-16,13:28:00,Ewallet,7.0,0.48,61.0,29.279999999999998,7,Sunday,13,Good,29.279999999999998
1065,WALM068,Burleson,Home and lifestyle,64.0,3.0,2021-10-09,19:17:00,Ewallet,6.0,0.33,192.0,63.36,10,Saturday,19,Fair,21.12
1066,WALM096,Eagle Pass,Fashion accessories,16.0,2.0,2022-10-28,14:13:00,Ewallet,7.0,0.18,32.0,5.76,10,Friday,14,Good,2.88
1067,WALM090,Brownwood,Home and lifestyle,23.0,2.0,2022-12-26,16:40:00,Ewallet,6.0,0.33,46.0,15.180000000000001,12,Monday,16,Fair,7.590000000000001
1068,WALM025,Waco,Fashion accessories,54.0,1.0,2020-06-09,18:29:00,Ewallet,8.0,0.48,54.0,25.919999999999998,6,Tuesday,18,Very Good,25.919999999999998
1069,WALM060,DeSoto,Home and lifestyle,78.0,3.0,2023-03-05,18:35:00,Ewallet,7.0,0.33,234.0,77.22,3,Sunday,18,Good,25.74
1070,WALM086,Rosenberg,Fashion accessories,50.0,1.0,2021-08-14,17:08:00,Ewallet,4.0,0.33,50.0,16.5,8,Saturday,17,Poor,16.5
